Latitude,Longitude,Metric population
50.402313964,30.519199094,2.53
50.401730975,30.520409896,2.22
50.402368715,30.521114126,2.21
50.403021650,30.521819900,2.25
50.403569400,30.522584356,2.22
50.413963489,30.523764080,2.48
50.414353526,30.522801345,2.10
50.414652641,30.524039772,2.23
50.415823739,30.523393821,2.66
50.412063169,30.526799258,2.52
50.411980011,30.527800907,2.15
50.412242150,30.528516900,2.14
50.412501735,30.529323688,2.12
50.413270050,30.531225300,1.93
50.413246103,30.532219079,2.55
50.412661437,30.530240941,2.46
50.410700543,30.530705766,2.11
50.411507671,30.530471013,2.14
50.411962146,30.531889657,1.94
50.411447200,30.531897850,1.74
50.411627750,30.532571650,1.91
50.410746915,30.531731672,1.78
50.410948285,30.532345175,1.82
50.411183600,30.533296600,2.01
50.411968856,30.533851541,2.25
50.412340936,30.533005421,1.89
50.411478950,30.534143150,1.98
50.412823007,30.534732836,2.19
50.412012083,30.534682196,2.54
50.411099699,30.534821892,2.36
50.413422008,30.536450005,1.88
50.413519257,30.537488338,2.09
50.412835811,30.538055864,1.76
50.413837889,30.533269283,1.83
50.413603098,30.533687650,2.02
50.413951755,30.534823245,2.01
50.414669766,30.535206417,1.84
50.414473195,30.536202596,2.12
50.415164291,30.536014607,1.86
50.415520961,30.536425187,1.94
50.407528300,30.514411000,2.05
50.407537899,30.513367764,2.02
50.407273898,30.515384123,1.65
50.407706700,30.510793300,2.31
50.398370250,30.501856250,2.48
50.398497712,30.503209259,2.16
50.399141743,30.504691900,2.60
50.397173865,30.504403856,2.13
50.397044818,30.505339384,2.40
50.397278055,30.506195688,2.37
50.397663218,30.507176335,2.52
50.397967014,30.505853202,2.75
50.398045301,30.508081813,1.71
50.398746114,30.507504929,2.28
50.398864200,30.508395250,2.27
50.399485300,30.508207400,2.34
50.399655200,30.507380300,2.37
50.399816689,30.510198391,2.66
50.400187211,30.509118017,2.08
50.400829739,30.509505830,2.07
50.401373064,30.510045867,2.52
50.402905454,30.515289405,2.03
50.401978095,30.514404558,2.20
50.442769826,30.519571858,2.25
50.442933769,30.518620768,2.19
50.443067247,30.517822844,2.27
50.443197110,30.521469225,2.38
50.440166500,30.475200450,1.99
50.439603337,30.474362916,1.94
50.439078650,30.473924250,1.76
50.438584650,30.474670200,1.82
50.438258604,30.475561011,1.82
50.439083704,30.476266978,2.37
50.448726150,30.467924100,2.31
50.414388235,30.613853523,2.66
50.414203426,30.615306994,2.40
50.413510613,30.615631486,2.15
50.415071200,30.615905800,2.36
50.414672835,30.617688699,2.39
50.414514116,30.616581352,2.26
50.415467177,30.618258925,2.61
50.415327893,30.619715499,2.55
50.414642350,30.619542600,2.53
50.515460677,30.489247622,2.69
50.514181932,30.490291884,2.86
50.526323296,30.482686100,2.28
50.449416349,30.479658832,2.39
50.449746000,30.477675026,2.39
50.450083050,30.479158550,2.13
50.449951274,30.482212768,2.33
50.448841504,30.483998045,2.42
50.447618519,30.485509214,2.05
50.447135118,30.488485310,2.23
50.449825305,30.492462721,2.13
50.460553820,30.483965003,2.41
50.458637493,30.486950685,1.83
50.459059961,30.489211354,1.54
50.465520975,30.491109853,2.06
50.464827754,30.491870817,2.06
50.464077991,30.492531124,2.06
50.463096715,30.487051668,1.79
50.463182950,30.487775316,1.96
50.463311068,30.488425299,1.80
50.452208903,30.482139603,1.74
50.452310119,30.487443561,2.36
50.453394349,30.488134964,2.26
50.446073189,30.535469859,1.43
50.445866472,30.535303177,1.69
50.445564139,30.535948465,1.85
50.445866095,30.536030629,1.50
50.445823193,30.538057083,3.06
50.445005344,30.536997028,2.69
50.445534814,30.538626748,1.95
50.444367788,30.537952618,2.08
50.445077565,30.538926353,2.32
50.435656118,30.486251348,2.23
50.436096500,30.486964550,2.23
50.435274650,30.485466650,2.23
50.434890533,30.484686600,2.28
50.434491135,30.483920533,2.30
50.436451016,30.487378640,1.28
50.436575348,30.487611232,1.33
50.436692051,30.487834634,1.23
50.435518530,30.505821956,1.88
50.436208850,30.505598850,1.56
50.436970567,30.505863851,1.61
50.437551003,30.505169233,1.93
50.437854519,30.504612848,1.64
50.437643296,30.504959455,1.28
50.438574933,30.505361346,0.97
50.438793231,30.504779212,1.66
50.447764355,30.463897517,1.83
50.447586377,30.466995869,2.47
50.447937100,30.472072450,2.46
50.448764542,30.473646584,2.54
50.448918950,30.472715350,2.52
50.449017464,30.471805231,2.48
50.449352014,30.469947338,2.56
50.448247797,30.470840763,2.27
50.448495750,30.469237900,2.32
50.449503750,30.469035400,2.53
50.449232598,30.475394040,2.32
50.399083921,30.529220042,2.51
50.450668246,30.526140122,2.49
50.445983492,30.500644519,2.30
50.445539868,30.505798898,0.76
50.459197806,30.488006005,1.30
50.457766998,30.479889709,2.35
50.457639191,30.479267066,1.80
50.457368351,30.478577270,1.79
50.456013752,30.479137352,2.12
50.456827700,30.477085200,1.94
50.456427843,30.476037004,2.05
50.455103015,30.471503053,2.10
50.455438100,30.470845450,1.73
50.455559038,30.470039393,1.76
50.455322450,30.469207750,1.92
50.454820602,30.468343212,1.96
50.454619617,30.468784567,1.63
50.454903062,30.469943898,1.98
50.454590584,30.470587886,1.89
50.453991550,30.469718650,2.20
50.453816652,30.468595326,2.18
50.454366055,30.467859271,1.82
50.454155188,30.467499940,1.63
50.454040003,30.471419928,2.42
50.454657617,30.472201461,2.25
50.455120207,30.472865641,1.73
50.455171550,30.473541150,1.97
50.454586653,30.473734015,2.01
50.453994909,30.474025471,1.79
50.452893354,30.472143029,1.76
50.427428561,30.494154214,2.15
50.427512411,30.495626482,1.64
50.427173539,30.494933420,1.51
50.427524800,30.497161250,1.65
50.427381117,30.496500464,1.27
50.427226365,30.495830380,1.00
50.426902824,30.495351829,2.05
50.445851884,30.421545766,1.96
50.445357808,30.422343158,1.99
50.445501973,30.422927860,2.03
50.445163397,30.423820909,1.99
50.444725791,30.422283782,2.26
50.445364829,30.430549076,1.90
50.444997800,30.431145150,1.90
50.444567807,30.430985431,1.93
50.428324700,30.445485050,1.74
50.428247900,30.445978150,1.53
50.427937050,30.446894950,1.81
50.427838386,30.447433562,1.56
50.427254350,30.447153000,2.49
50.427253384,30.448521912,2.07
50.426650243,30.448004350,2.21
50.426568065,30.447350099,1.73
50.426825160,30.446472569,2.02
50.426600950,30.446180850,1.93
50.428145650,30.446455800,1.42
50.427580165,30.445843947,1.58
50.427585747,30.445127718,2.46
50.426770769,30.444857740,1.79
50.425552602,30.447317492,1.60
50.426108945,30.448803645,1.91
50.430965608,30.451859290,1.75
50.430515300,30.452195950,1.85
50.430235256,30.453134002,1.77
50.430627796,30.453796462,1.92
50.431673798,30.452372809,1.78
50.431681510,30.453288141,1.78
50.430039856,30.454309164,2.11
50.429404335,30.454652247,1.71
50.428899335,30.455036547,1.71
50.428311726,30.455665210,1.99
50.428674884,30.456684134,2.30
50.432693188,30.451919627,1.90
50.432998250,30.450739250,1.84
50.433264500,30.449668600,1.86
50.433510850,30.450442950,1.67
50.433348100,30.451058500,1.68
50.433210000,30.451604400,1.68
50.432967057,30.452677590,1.94
50.433564633,30.452428983,1.92
50.433818402,30.449501185,1.94
50.434128100,30.450210650,1.89
50.434904618,30.450845251,1.94
50.434622650,30.450105383,1.90
50.435491127,30.450734596,1.98
50.434720530,30.451461948,1.94
50.434559750,30.452112800,1.94
50.434741650,30.452946900,1.70
50.444138950,30.430819350,1.91
50.425826998,30.450099636,1.61
50.425414492,30.451462352,2.41
50.425050550,30.452752000,1.53
50.424439942,30.452355507,2.32
50.424849476,30.450730782,1.64
50.425393186,30.450399715,1.76
50.425632314,30.449635985,1.71
50.425446043,30.448710275,2.35
50.425122789,30.449466881,1.84
50.425006850,30.450186450,1.75
50.425920901,30.449457248,1.90
50.425271450,30.445649650,1.62
50.424671035,30.446474320,1.50
50.424869400,30.445770700,1.27
50.425936563,30.443890856,1.98
50.426355756,30.444309862,2.03
50.426136045,30.445078585,2.03
50.425693781,30.446654937,1.94
50.425920981,30.446052937,1.94
50.426062479,30.447672357,1.95
50.426577950,30.445531200,1.82
50.428471960,30.444974492,1.84
50.428799300,30.444574100,1.75
50.428496029,30.444134694,2.01
50.425250202,30.442073447,2.32
50.424802866,30.441724137,2.19
50.424178776,30.441820857,2.27
50.432362693,30.450364727,2.18
50.432088100,30.451563850,1.82
50.432671894,30.449143075,1.81
50.432283125,30.448453043,1.95
50.431965800,30.449578750,1.81
50.431672155,30.448453906,1.91
50.431724650,30.450402850,1.83
50.431391750,30.451546650,1.90
50.430976411,30.450785067,1.94
50.428721169,30.450296517,1.98
50.427968000,30.449738210,2.06
50.427630950,30.450250000,1.25
50.427567250,30.450769900,1.40
50.427376150,30.451122900,1.22
50.427325200,30.451548900,1.35
50.427628700,30.451750600,1.22
50.428481650,30.451881000,1.10
50.428612350,30.451495000,1.13
50.423930969,30.473268171,1.92
50.423751386,30.472079558,1.83
50.423660123,30.472627727,1.82
50.423510450,30.473694600,1.41
50.423265350,30.474229450,2.04
50.422961100,30.473167150,1.88
50.423164200,30.472732400,1.92
50.423129650,30.472047550,1.84
50.422569550,30.471454550,1.85
50.421943800,30.470792850,1.97
50.422115352,30.471591228,1.78
50.421945300,30.472034750,1.81
50.421418857,30.471509746,1.72
50.421614350,30.471075800,1.69
50.421277050,30.470696168,2.04
50.420910542,30.471771339,2.20
50.421819930,30.472810303,1.80
50.422360692,30.473404415,1.69
50.424825450,30.471935600,1.67
50.424664466,30.471413547,2.28
50.424290559,30.470915503,1.63
50.423851771,30.470406687,1.60
50.422266584,30.468573753,1.78
50.422010798,30.469343086,1.68
50.421829988,30.469572796,1.68
50.421648112,30.469801804,1.68
50.423589906,30.469068487,1.80
50.423275750,30.468780550,1.48
50.423166900,30.468287600,1.71
50.423334200,30.467932600,1.69
50.422798655,30.468324955,1.44
50.422778767,30.467429857,1.45
50.423735712,30.467569940,1.63
50.423882517,30.468508203,1.51
50.424189500,30.467998600,1.72
50.424629300,30.467154000,2.09
50.424216463,30.467260011,2.36
50.423820350,30.466797700,2.36
50.424903167,30.466587604,1.59
50.425133843,30.466203884,1.65
50.425377802,30.465756037,1.52
50.423693270,30.465312853,2.52
50.424591888,30.465577664,2.85
50.424096066,30.464532873,2.91
50.424981462,30.464167600,1.99
50.425258850,30.463608550,1.99
50.424351821,30.463344622,1.85
50.424771038,30.462514085,2.20
50.425500521,30.463141648,2.25
50.426276730,30.462520094,2.28
50.426959758,30.463503922,2.12
50.439962950,30.478122850,2.02
50.440599878,30.478696057,2.04
50.441359731,30.479234325,2.21
50.440612998,30.476617591,1.49
50.442243087,30.480756022,1.90
50.442964850,30.481006750,2.01
50.443563348,30.481119247,1.94
50.441487944,30.480391349,2.10
50.441507300,30.481006500,1.69
50.440944163,30.481552313,1.13
50.441240504,30.482059701,1.63
50.441749086,30.469654949,1.94
50.441493563,30.468954114,1.93
50.441115612,30.467670420,1.97
50.440711547,30.468590972,1.94
50.440840882,30.469578636,2.20
50.440196769,30.468967768,2.13
50.439948500,30.468193150,1.93
50.440006750,30.467097150,1.96
50.440595423,30.466940332,2.08
50.438902460,30.467405207,1.99
50.439157460,30.468442857,2.00
50.440609403,30.464059201,1.98
50.440498400,30.463424100,1.94
50.440383257,30.462770395,1.96
50.440240900,30.462123450,1.95
50.440382785,30.461259400,1.70
50.439945768,30.461480330,1.67
50.439021900,30.461959450,1.95
50.439583050,30.462075850,1.74
50.439681710,30.462690899,1.73
50.439817700,30.463373000,1.74
50.439923015,30.463987417,1.71
50.439483450,30.464527650,1.91
50.438977084,30.464409532,1.69
50.438399413,30.465056803,1.93
50.438301950,30.464384050,1.96
50.438185650,30.463758900,1.96
50.438077877,30.463091907,1.96
50.438621300,30.462488850,1.74
50.439264444,30.463222012,1.97
50.438834150,30.463808000,1.67
50.438737400,30.463142450,1.71
50.439197035,30.460772972,2.18
50.437696700,30.462300450,1.79
50.437896917,30.461784680,1.69
50.437757319,30.460929487,1.69
50.437519967,30.461443546,1.69
50.437315400,30.460655600,1.69
50.437445167,30.459954522,1.68
50.436975156,30.459885539,1.72
50.437232675,30.458137064,1.99
50.437829936,30.458202532,1.73
50.437932350,30.458787550,1.73
50.438037950,30.459359150,1.73
50.438087005,30.460170276,2.20
50.438798550,30.457769450,1.73
50.438908050,30.458352150,1.73
50.439010936,30.458932232,1.73
50.447896664,30.448270937,2.11
50.448259656,30.448425671,2.11
50.449023958,30.448949431,1.95
50.448302274,30.447585840,1.94
50.448516416,30.445267949,1.83
50.449275600,30.445652750,2.15
50.449093700,30.446565300,2.25
50.448712541,30.444742246,1.97
50.448757753,30.443963201,1.94
50.449099206,30.442270535,1.73
50.448924784,30.442713269,1.16
50.448861795,30.443231496,1.88
50.450526716,30.443544995,2.97
50.436534507,30.459246130,1.99
50.436213363,30.458764831,1.87
50.436464642,30.458455709,1.72
50.436058164,30.459571003,1.92
50.436562470,30.460131808,1.66
50.436882604,30.460737588,1.66
50.435543449,30.459299287,1.72
50.435706843,30.460702442,1.98
50.435557038,30.461224414,1.98
50.435158499,30.461765404,1.98
50.435539044,30.462108096,1.99
50.437385883,30.463142101,1.82
50.437245368,30.463815869,1.69
50.437573200,30.464190150,1.75
50.437465476,30.465444956,2.84
50.436753096,30.463576092,2.25
50.436577778,30.464408761,2.25
50.436678885,30.465346030,2.25
50.434832100,30.462452800,1.93
50.435071975,30.463527357,2.55
50.436300991,30.467754252,2.27
50.435903550,30.468360800,2.23
50.435656050,30.468985100,1.99
50.435473950,30.469515050,1.89
50.435284094,30.470024228,2.00
50.434967263,30.470923890,1.94
50.434741758,30.471345936,1.80
50.436758100,30.468536500,1.77
50.436347088,30.469117523,1.68
50.439324054,30.469064655,1.97
50.438858854,30.470131406,1.93
50.438392500,30.471270750,2.18
50.437555237,30.474469832,2.42
50.438183115,30.474024087,1.84
50.438696407,30.473409362,1.81
50.439467862,30.472277841,1.73
50.439934600,30.471520800,1.96
50.438027592,30.470657179,2.14
50.436421101,30.475881867,1.96
50.436745365,30.474923937,2.24
50.436841243,30.479031208,2.14
50.437248451,30.479779653,1.92
50.520157209,30.448504752,2.22
50.519898900,30.447593850,2.20
50.515251695,30.432307568,2.30
50.515594132,30.431683225,2.24
50.514430284,30.431542892,2.27
50.514699755,30.430869840,2.23
50.514874550,30.430021650,2.46
50.514762315,30.428359508,2.42
50.513680419,30.427186076,2.58
50.513099682,30.431952928,2.25
50.513491947,30.431085660,2.30
50.513429151,30.426458842,2.19
50.513351729,30.428701084,2.49
50.513286686,30.429672226,2.20
50.512602552,30.428726993,2.48
50.512515297,30.429718580,2.20
50.511851079,30.428737767,2.49
50.511748236,30.429986045,2.52
50.512480756,30.430856938,2.38
50.513060691,30.425608660,2.22
50.513963408,30.424117490,2.22
50.468919397,30.620722975,2.46
50.469315405,30.619366443,2.12
50.468955845,30.618394112,1.94
50.467371645,30.618504590,2.08
50.467240372,30.617609380,2.15
50.466605865,30.618195739,1.97
50.469707552,30.618137456,2.31
50.470172500,30.617241100,2.07
50.469022281,30.617755886,2.15
50.468151170,30.617029318,2.16
50.468683619,30.616672896,2.11
50.469210069,30.616295648,2.15
50.466855561,30.616010136,2.09
50.470858900,30.615145950,2.17
50.463551872,30.617160262,2.09
50.464463296,30.617873529,2.22
50.463950469,30.618341918,2.15
50.463060846,30.617640799,2.03
50.463544709,30.618811879,1.95
50.465304708,30.618841304,2.36
50.465423088,30.619551380,2.21
50.465505320,30.620242045,2.28
50.465641524,30.620993393,2.33
50.465870950,30.621727863,2.35
50.466796150,30.623983550,2.13
50.466298778,30.622938348,2.16
50.465466600,30.625329900,2.37
50.466127850,30.625026650,2.02
50.465019150,30.624291100,2.19
50.464743997,30.623243016,2.18
50.464459200,30.622212350,2.19
50.464226200,30.621037550,2.17
50.464655351,30.625425037,2.57
50.463190189,30.626073116,2.56
50.462415255,30.624894789,2.52
50.463920296,30.626877866,2.76
50.462661495,30.626236055,2.74
50.462277535,30.627515753,2.40
50.462069150,30.626814350,2.36
50.461892985,30.626128102,2.37
50.447781007,30.456162680,1.83
50.447712838,30.456746192,1.81
50.447650000,30.457292391,1.82
50.450121662,30.457472840,1.77
50.446275449,30.449455530,2.52
50.446027450,30.454191550,2.54
50.448212035,30.464133791,2.01
50.447423032,30.464396650,2.19
50.446726050,30.465485200,2.01
50.446887800,30.466261350,2.01
50.447483705,30.465895837,2.55
50.447027828,30.450419030,2.31
50.445267360,30.449813607,2.28
50.445071928,30.448940889,2.25
50.444767776,30.450629712,2.25
50.444692213,30.446279504,1.85
50.444780754,30.447146719,2.44
50.444471750,30.447593600,1.88
50.443915409,30.447252868,1.95
50.421525810,30.486449542,2.00
50.421345300,30.487264900,2.03
50.421256312,30.488067048,2.00
50.421612700,30.489275000,2.07
50.422264695,30.490700237,2.04
50.421378616,30.490458299,1.88
50.449504015,30.471191992,2.19
50.411783350,30.628138000,2.51
50.412254860,30.628668368,2.67
50.412081314,30.638615986,2.65
50.412727119,30.640230292,2.85
50.413037464,30.641425903,2.85
50.413300333,30.642614587,2.86
50.413554022,30.643912289,2.67
50.414619985,30.643331958,2.77
50.414331167,30.637530123,2.45
50.413369299,30.637822939,2.62
50.416226253,30.642533308,2.59
50.416588120,30.637806335,2.24
50.417256730,30.638295006,2.24
50.415920510,30.638399549,2.24
50.415919012,30.637396655,2.24
50.415255775,30.636796146,2.05
50.415257400,30.637613800,2.05
50.447753071,30.483912464,2.22
50.446885248,30.485643815,1.88
50.450962183,30.449632743,2.03
50.451465665,30.450170417,2.01
50.451111650,30.445188090,2.36
50.447701102,30.470283611,2.29
50.399379009,30.511110840,3.01
50.403407207,30.514053050,1.97
50.403024005,30.513678083,1.94
50.402994500,30.513064650,1.98
50.403017466,30.512211756,1.97
50.415922022,30.639192770,2.91
50.415839343,30.647945717,3.03
50.416855875,30.650296743,2.68
50.417248517,30.649659921,2.27
50.418251444,30.651250633,2.25
50.417144402,30.646632414,2.60
50.416765022,30.645500521,2.63
50.415280171,30.645922889,3.04
50.449502547,30.448256310,1.87
50.450000681,30.448092898,1.58
50.449887600,30.448659450,1.62
50.445568533,30.495499680,2.12
50.445259544,30.495793163,1.57
50.443109213,30.494196171,2.26
50.462789700,30.611032950,2.16
50.462569700,30.611667400,2.16
50.462293900,30.612239950,2.16
50.461955700,30.612740250,2.16
50.461541950,30.613250950,2.16
50.461062550,30.613673850,2.16
50.460130003,30.614628133,2.48
50.459558597,30.613725467,2.48
50.459535053,30.614579433,2.48
50.462342757,30.608707006,2.74
50.461191996,30.608835858,2.71
50.460083543,30.608983695,2.73
50.458924993,30.609129653,2.73
50.444483383,30.422690401,2.27
50.421608093,30.481191415,2.91
50.421108361,30.480254388,2.14
50.426292400,30.469637400,1.87
50.425763508,30.470311038,2.03
50.425071468,30.470916965,2.21
50.424435803,30.470321044,2.08
50.424038974,30.469315272,2.10
50.429114290,30.475140863,2.59
50.389017901,30.480786774,2.75
50.388647084,30.490751486,2.23
50.388606069,30.489889016,2.29
50.388078302,30.489633261,2.68
50.388198657,30.491240995,1.80
50.387880505,30.490187742,1.85
50.388853100,30.488254515,2.05
50.424627629,30.648657082,2.11
50.424719599,30.649474624,1.23
50.424901600,30.650246000,1.11
50.425327611,30.650959605,2.02
50.425604727,30.650080339,2.01
50.426099889,30.650414694,2.00
50.426007300,30.649089400,2.30
50.425275150,30.648754450,2.04
50.425370350,30.648062600,2.16
50.426450578,30.648838570,2.14
50.426291413,30.647605329,2.16
50.426889134,30.649886796,2.09
50.427710573,30.649457610,1.98
50.427150140,30.647176203,2.00
50.427960900,30.650011100,1.90
50.427074584,30.650501099,1.73
50.427170650,30.651895250,1.95
50.427653793,30.652964336,2.12
50.428452939,30.652344870,2.01
50.428687600,30.649545400,2.02
50.428835400,30.650108601,2.01
50.429160038,30.651405845,2.00
50.429303136,30.651977043,2.00
50.430074600,30.651494401,2.00
50.430146700,30.650735900,1.89
50.429856050,30.649605500,1.92
50.429642813,30.650414487,2.03
50.429440189,30.649077995,2.01
50.428484561,30.648816220,2.00
50.429341385,30.648430223,2.13
50.427974887,30.646672470,1.96
50.428559554,30.647506944,2.17
50.428763192,30.646054061,2.15
50.422336187,30.647918709,2.59
50.422834500,30.652417850,2.34
50.422405427,30.653329052,2.34
50.421910273,30.654229498,2.34
50.420954954,30.654572604,2.23
50.426696205,30.653522260,2.22
50.425751312,30.652727061,1.67
50.425809960,30.653668255,2.13
50.426811534,30.655759614,2.25
50.426977036,30.656662754,2.26
50.431599362,30.654328924,2.02
50.431462329,30.654890994,1.97
50.431341225,30.655565736,1.94
50.432297150,30.654682550,1.89
50.432404300,30.655364800,1.99
50.429475435,30.656246798,1.79
50.429739634,30.656744300,1.71
50.429657092,30.657562793,2.01
50.429183590,30.657899256,2.23
50.428997986,30.659123080,1.97
50.428734350,30.658100850,1.99
50.428524211,30.656997987,2.12
50.429029965,30.656665302,0.82
50.428831499,30.660423614,1.89
50.429101303,30.661516091,1.95
50.428744900,30.662987100,2.01
50.427663843,30.661156899,1.97
50.428026157,30.662659303,2.43
50.428139239,30.660524794,2.00
50.428596883,30.662147164,2.14
50.388655439,30.492503796,1.98
50.388834028,30.493705647,2.08
50.388181916,30.494300387,1.95
50.387791981,30.492970141,2.16
50.388223688,30.493204531,2.23
50.387400741,30.491799482,2.21
50.386866198,30.490427343,2.19
50.386282590,30.489041498,2.33
50.388610732,30.495200906,2.22
50.389222396,30.496178245,2.16
50.389113351,30.491830075,1.99
50.389562973,30.492765172,1.93
50.389963609,30.492533656,2.03
50.390357708,30.492367626,1.99
50.390743536,30.492205861,2.03
50.396866654,30.508520801,2.63
50.396257882,30.508446547,2.73
50.396185739,30.504914053,2.14
50.393219447,30.506038734,2.03
50.393848596,30.506819328,2.17
50.393421643,30.505312283,2.02
50.394082552,30.506123343,1.87
50.393632200,30.504342081,2.19
50.394106717,30.503575101,1.76
50.395044695,30.502866481,1.92
50.395251425,30.503296810,1.86
50.395179713,30.503992857,1.95
50.395402598,30.504529343,2.02
50.394783848,30.505044884,2.02
50.394460795,30.504650745,2.09
50.394270649,30.504232304,2.12
50.393904495,30.504940957,1.85
50.394900610,30.507031755,1.90
50.395436100,30.505135106,1.78
50.395257708,30.501736422,2.21
50.394888604,30.500916170,1.92
50.394935247,30.500063844,2.12
50.394308542,30.500228410,1.99
50.394329061,30.500801475,1.80
50.393504318,30.501086775,1.93
50.393866951,30.500837818,1.96
50.393969463,30.503046280,2.05
50.393520351,30.502538754,1.77
50.393210258,30.501391473,2.17
50.392942433,30.504643741,2.35
50.392637133,30.505104773,2.19
50.393135936,30.502742322,1.95
50.396307448,30.501455210,2.77
50.389340150,30.488431135,2.01
50.389812100,30.488463550,1.97
50.390530161,30.488180728,2.02
50.390161247,30.488325722,1.96
50.427294683,30.661382271,1.97
50.427731541,30.663208058,1.95
50.427371262,30.663827004,2.02
50.426993073,30.663291092,2.24
50.426844717,30.661260000,0.78
50.426321000,30.661555600,0.87
50.425979150,30.662098600,1.82
50.426417364,30.663818480,1.84
50.426766299,30.664212631,1.61
50.400727994,30.616661667,3.37
50.425528846,30.664306688,2.34
50.424598700,30.663833150,2.25
50.424370150,30.662764650,2.25
50.424869887,30.663043598,2.14
50.436721297,30.452003442,2.07
50.435276147,30.453092590,2.00
50.434374959,30.453495051,1.94
50.451611685,30.509719219,2.45
50.450930278,30.509819437,1.79
50.450707703,30.510055364,1.53
50.436354624,30.451275998,2.04
50.433842094,30.453323583,2.00
50.435688100,30.452539450,1.77
50.435135900,30.452305500,1.81
50.450451619,30.511150298,1.96
50.449461590,30.512597402,1.67
50.451169857,30.509507324,1.71
50.416583723,30.522152531,2.16
50.416209150,30.521391350,1.90
50.415754188,30.521763538,2.16
50.408774796,30.511048587,2.30
50.429157697,30.662571670,1.79
50.425534750,30.662048000,1.19
50.425686998,30.662462681,1.10
50.425821550,30.662981800,1.32
50.425963500,30.663595600,1.35
50.426084052,30.664124169,1.13
50.426164900,30.664569400,1.14
50.425189805,30.662804787,2.37
50.423971900,30.664118050,2.61
50.423230850,30.663539450,2.23
50.423970376,30.665761201,2.25
50.423476758,30.664876006,2.42
50.415963814,30.619842422,2.42
50.451739075,30.508642840,2.21
50.442161505,30.534536553,1.81
50.442638443,30.533913211,2.37
50.442129410,30.535104407,2.26
50.442795972,30.534871244,1.77
50.444271080,30.536938883,2.49
50.435027947,30.541016970,1.90
50.441614800,30.538202950,1.91
50.444013964,30.533353235,2.47
50.444566407,30.533461654,1.84
50.450469412,30.508336981,2.05
50.450484049,30.507222908,1.98
50.450273210,30.504978361,1.92
50.449787700,30.504638043,2.12
50.452228755,30.509092006,2.04
50.400341670,30.623658026,2.77
50.401553412,30.623617932,3.07
50.446022631,30.518851631,1.72
50.450985415,30.513427926,1.25
50.450403419,30.509927894,1.61
50.450457000,30.505575350,1.67
50.448298447,30.515609530,1.51
50.445727733,30.517162786,2.01
50.405178986,30.520870007,2.54
50.435312239,30.518088877,2.33
50.434538433,30.510849843,1.61
50.472491805,30.636126072,2.40
50.472960707,30.637357824,2.49
50.442292500,30.538171950,2.25
50.444907543,30.534695246,2.12
50.444802068,30.533774323,1.42
50.445195382,30.535222477,2.35
50.443456533,30.536531457,2.13
50.443045094,30.535181776,1.73
50.442516513,30.537660704,1.73
50.442626848,30.535348799,1.92
50.443058348,30.536189659,1.99
50.443041103,30.537276837,2.03
50.442184111,30.536598917,2.44
50.441078431,30.529881965,2.02
50.446509782,30.534071048,2.11
50.446162810,30.534583955,2.23
50.446798550,30.534979550,2.43
50.447002400,30.534650500,2.72
50.447435258,30.535214394,1.99
50.444311840,30.533840784,1.80
50.429127131,30.531651580,1.97
50.440967306,30.509476942,2.38
50.440773697,30.506707005,1.88
50.440709451,30.507473787,1.81
50.441123227,30.504508792,2.16
50.441088569,30.505089899,1.99
50.440969959,30.505659388,1.94
50.440460816,30.508591052,1.84
50.439534840,30.508261992,1.90
50.439233668,30.508079005,1.94
50.440163869,30.508975957,1.60
50.439466902,30.507370766,1.94
50.439272879,30.507278327,1.97
50.439081827,30.507327238,1.87
50.438891618,30.507211729,1.57
50.438707656,30.507192679,1.81
50.438518481,30.507118669,1.56
50.438334130,30.506860509,1.94
50.440596511,30.507881320,1.75
50.440271292,30.507033799,1.61
50.438554750,30.506524800,1.24
50.438908687,30.506212008,2.26
50.437860006,30.506703226,1.89
50.437972960,30.506208018,1.75
50.438171628,30.506154408,1.29
50.438395705,30.505949426,1.70
50.439181417,30.505251890,1.67
50.439575798,30.504895368,1.94
50.439290492,30.503866861,1.65
50.439305027,30.505861184,1.46
50.439661503,30.505539314,2.11
50.440243497,30.505582574,1.83
50.440364698,30.506017973,1.98
50.439168604,30.503636545,1.81
50.438921889,30.503381620,2.10
50.440326766,30.504237604,2.28
50.440707416,30.503992784,2.04
50.441012241,30.503795489,2.15
50.439902631,30.504023443,1.65
50.439877502,30.503522516,2.02
50.439624455,30.503475330,1.46
50.439295836,30.502674309,1.82
50.437933513,30.503574979,1.90
50.435714056,30.508810678,2.42
50.431023868,30.449137655,2.04
50.430708350,30.450329550,2.20
50.430098910,30.449810665,3.06
50.429254000,30.449832200,1.87
50.428358392,30.448895026,2.14
50.469592905,30.625116817,2.43
50.470712663,30.627230177,2.56
50.468685763,30.626573159,2.31
50.468699166,30.625630434,2.31
50.471113898,30.629044253,2.27
50.463968178,30.634179272,2.36
50.464173550,30.634839150,2.36
50.464352112,30.635537841,2.36
50.465712828,30.627712527,2.28
50.466587171,30.627206483,2.51
50.466354650,30.630343500,2.07
50.466821150,30.631057232,2.42
50.468268879,30.630118359,2.42
50.469109340,30.629072162,2.14
50.469313321,30.629974391,2.41
50.468716717,30.631205256,2.47
50.468138214,30.631587627,2.47
50.466549109,30.632244183,2.44
50.465435112,30.634896863,1.99
50.464069900,30.633099100,2.57
50.463775817,30.632041133,2.57
