Latitude,Longitude,Metric population
50.397127784,30.599347755,2.60
50.397454273,30.599880239,2.63
50.397725587,30.600505487,2.65
50.395621516,30.604846804,2.78
50.395148200,30.605523100,2.38
50.395079472,30.604705835,2.71
50.458698546,30.363083882,2.74
50.522755941,30.605140231,2.25
50.453496848,30.510750984,2.74
50.453479326,30.510784503,2.58
50.473100530,30.482016635,2.77
50.468030296,30.462018087,2.37
50.453717308,30.465780422,2.68
50.403380044,30.362220553,2.62
50.387416032,30.387838780,1.61
50.387004500,30.387275450,1.32
50.410998979,30.406119311,2.54
50.519813150,30.600249400,2.41
50.367539045,30.436404963,0.80
50.447578355,30.518839321,2.08
50.448022836,30.518937740,2.05
50.439645282,30.351686356,2.36
50.470132969,30.507990280,1.78
50.415847959,30.630308542,2.59
50.469739426,30.601956888,2.64
50.391300964,30.378987650,2.09
50.391188414,30.379807586,2.28
50.457834136,30.501214291,1.38
50.457657116,30.501335143,1.42
50.433725043,30.507840108,1.16
50.433615477,30.507799769,0.75
50.507960347,30.407210288,3.06
50.385598266,30.447235442,1.97
50.385797259,30.446902937,1.97
50.385183261,30.446595889,2.08
50.385388409,30.446239282,2.08
50.384868436,30.446110724,2.09
50.385090898,30.445756307,2.08
50.385975137,30.447816313,1.97
50.386173395,30.447513558,1.97
50.469877622,30.605770050,2.66
50.470190300,30.604468600,2.96
50.509267542,30.433247612,2.50
50.510664415,30.445050837,3.04
50.424158364,30.603997339,2.88
50.371293997,30.551481047,0.75
50.379564862,30.536111732,3.08
50.390595755,30.462647301,1.60
50.390392663,30.462379689,1.49
50.386173210,30.456789392,1.91
50.492445527,30.443202455,2.04
50.469574572,30.603008355,2.66
50.416981661,30.524440409,2.64
50.417213427,30.524711149,2.56
50.417207250,30.526036900,2.29
50.390822294,30.460920810,2.50
50.491430207,30.426137973,1.59
50.439266775,30.355523106,2.24
50.455396083,30.487924602,1.67
50.385112444,30.466275936,2.81
50.383612950,30.462353750,2.45
50.382311662,30.462709534,2.50
50.381854995,30.462701477,2.50
50.383216401,30.462586099,2.50
50.382768314,30.462655836,2.50
50.470073180,30.611243117,2.94
50.455487979,30.623645790,2.46
50.455942318,30.625266875,2.46
50.455714924,30.624455548,2.46
50.449224391,30.612031721,2.21
50.422828890,30.505140379,2.73
50.422335816,30.505963909,2.73
50.424441073,30.686016327,2.59
50.429661146,30.460442448,2.44
50.429864337,30.459565529,2.44
50.429257689,30.462186621,2.44
50.429467254,30.461312137,2.44
50.371183133,30.462687703,2.80
50.370310542,30.467289198,3.23
50.369919351,30.465493810,1.38
50.454489177,30.377763446,2.72
50.506372180,30.457819111,2.42
50.403352231,30.360435282,1.17
50.403924049,30.361124975,1.26
50.420315205,30.525426429,2.88
50.509574980,30.449704082,2.77
50.509400530,30.449376738,2.20
50.509100561,30.449220365,2.15
50.508836376,30.448903942,2.76
50.508974094,30.448371245,2.22
50.509104411,30.448028330,1.91
50.509083839,30.447651177,2.55
50.509686329,30.448079867,2.21
50.509626269,30.447560855,2.18
50.509309449,30.447355867,2.24
50.509618376,30.447189424,2.67
50.509886047,30.446909647,2.24
50.510201334,30.446722711,2.60
50.510222001,30.447136289,2.16
50.510246479,30.447604119,2.13
50.509885683,30.449825833,2.43
50.510213186,30.449579413,2.70
50.510076127,30.449273698,2.17
50.509956332,30.448969096,2.03
50.510521879,30.449771352,1.85
50.510859503,30.449509036,2.69
50.511212309,30.449624050,2.31
50.510723886,30.449195355,2.19
50.510600939,30.448858338,2.18
50.510293195,30.455315805,2.41
50.509326720,30.455587163,2.54
50.400357016,30.381455512,2.04
50.400317373,30.384707090,2.31
50.399721444,30.384424753,2.35
50.400359101,30.385781790,2.37
50.399922678,30.381192052,2.28
50.399671495,30.385140316,2.37
50.400737411,30.385390425,2.36
50.398763823,30.382248506,2.58
50.423041997,30.538524732,3.47
50.464801182,30.380341010,0.82
50.462939134,30.482540323,2.27
50.462695220,30.482699179,1.77
50.457009178,30.489203397,1.74
50.467445056,30.442099600,1.80
50.433376852,30.519701447,2.53
50.402063915,30.532702773,2.44
50.418545799,30.517571088,2.74
50.418778775,30.518502820,2.67
50.432627981,30.514785415,3.07
50.454663262,30.378972075,2.42
50.430550250,30.471605135,2.69
50.416488619,30.546500473,1.77
50.416274505,30.546134481,1.95
50.349618491,30.489051774,1.96
50.350263346,30.486917258,2.15
50.350864517,30.486959224,2.55
50.363853170,30.436629715,1.55
50.364439300,30.436753500,1.74
50.364917560,30.436886279,1.73
50.365424829,30.437019045,1.72
50.365934707,30.437165251,1.92
50.366531779,30.437332880,1.88
50.349701593,30.425395579,1.49
50.349547267,30.425805540,1.49
50.349444033,30.424987384,1.49
50.349180445,30.424575669,1.49
50.348929169,30.424849887,1.49
50.350303188,30.424409867,1.49
50.350153128,30.424805107,1.49
50.350050789,30.424007072,1.49
50.349642176,30.424654575,1.49
50.349899416,30.425062892,1.49
50.349388427,30.424259250,1.49
50.349800900,30.423614111,1.49
50.349547028,30.423865502,1.49
50.348869389,30.423016648,1.49
50.348476198,30.423739273,1.49
50.348741987,30.424139551,1.49
50.348204440,30.423321145,1.49
50.348605813,30.422604941,1.49
50.348354498,30.422879105,1.49
50.349126935,30.423424835,1.49
50.349008560,30.423904534,1.49
50.349511635,30.422142919,1.49
50.349159526,30.422861569,1.49
50.349409919,30.423261778,1.49
50.348896344,30.422448761,1.49
50.349256629,30.421733870,1.49
50.348977964,30.421934297,1.49
50.349763199,30.422544390,1.49
50.349614004,30.422942340,1.49
50.349651172,30.421104029,1.49
50.350261567,30.422097240,1.49
50.349751447,30.421910582,1.49
50.349998420,30.422312176,1.49
50.349502817,30.421508471,1.49
50.349911029,30.420900918,1.49
50.350157497,30.421303263,1.49
50.350405626,30.421706068,1.49
50.355204385,30.433991988,1.81
50.353254217,30.431008322,2.24
50.353683051,30.430365398,2.14
50.350300951,30.426686696,1.45
50.451326319,30.375459710,2.63
50.451288133,30.377347808,2.37
50.393273612,30.470950697,2.19
50.393974563,30.470759381,2.12
50.392568864,30.471145959,2.16
50.418508761,30.399174042,0.79
50.367289831,30.550611504,2.06
50.433682149,30.373450946,2.67
50.432860818,30.373956648,2.71
50.394768272,30.468937611,2.57
50.394271772,30.469564719,2.55
50.394854085,30.469983994,2.58
50.465823149,30.476250417,1.74
50.500941264,30.494723395,2.67
50.408839120,30.544931901,2.95
50.408451177,30.543836592,2.95
50.459690251,30.491505034,1.93
50.394252450,30.470705899,1.06
50.394446921,30.470631898,2.04
50.395332689,30.469376641,2.44
50.392602401,30.472233358,2.48
50.392756600,30.473082650,2.43
50.513560934,30.499860787,2.88
50.513304335,30.500412763,3.08
50.392800402,30.473974622,2.46
50.386892498,30.484829274,1.19
50.458373115,30.499868522,0.15
50.459058128,30.501280407,2.42
50.515425887,30.497644463,2.40
50.383252153,30.485503683,2.68
50.460967084,30.508323033,1.14
50.460897741,30.508484075,1.30
50.505726753,30.497246625,2.53
50.391110150,30.462544400,1.74
50.390598811,30.463828693,1.85
50.390897314,30.462375900,1.72
50.390790650,30.461665250,0.71
50.391123882,30.461688122,1.90
50.454815300,30.488090900,1.69
50.454597277,30.502670389,1.63
50.454515668,30.502245308,1.92
50.454881456,30.502152279,1.79
50.463714403,30.521477257,1.89
50.463967978,30.521146056,2.05
50.349456400,30.476201000,1.22
50.348810748,30.475712326,1.19
50.349263285,30.475466076,1.19
50.348975835,30.476419876,1.19
50.340134351,30.477419475,0.94
50.340611438,30.477154197,0.89
50.341064925,30.477539146,0.93
50.340794750,30.478342500,1.21
50.461655833,30.357147032,1.23
50.460136029,30.357557876,1.45
50.386489400,30.466247600,2.24
50.507770931,30.487265863,2.45
50.510713384,30.491087417,2.27
50.463412533,30.481658833,1.37
50.465571686,30.473009070,2.67
50.459102265,30.484176004,3.08
50.450084256,30.586458159,2.81
50.450628296,30.586294269,2.88
50.446339850,30.524692000,1.26
50.457504569,30.364862724,2.55
50.457348298,30.366333516,2.55
50.451891283,30.507760091,2.00
50.348457898,30.474848575,0.85
50.422570085,30.429257802,2.59
50.469855116,30.424454901,0.27
50.454454600,30.376454900,2.62
50.469937477,30.462450762,2.79
50.465344991,30.477530184,2.03
50.531446285,30.623474505,2.70
50.532052442,30.627471040,3.28
50.435598674,30.505393708,0.78
50.397946239,30.692058649,2.75
50.423080555,30.479152728,2.76
50.450343752,30.521678852,2.23
50.420508712,30.519107873,2.26
50.452142795,30.490095647,1.42
50.456005672,30.373706941,2.54
50.432891251,30.447844785,2.63
50.446108520,30.544792951,2.94
50.457985320,30.525880888,2.52
50.395809287,30.468403571,2.17
50.396204840,30.469049720,2.09
50.396438608,30.469637583,2.27
50.396047600,30.467921050,2.04
50.396716195,30.468477661,2.42
50.396998233,30.468939725,2.33
50.399259054,30.383980744,2.30
50.398829923,30.383257128,2.32
50.454817713,30.485500580,2.56
50.455677772,30.486502279,2.92
50.456271720,30.486441474,2.97
50.449762453,30.491075652,1.66
50.397798806,30.469282538,2.04
50.398297780,30.470556603,2.36
50.478275066,30.588860417,1.68
50.488275514,30.471526119,2.18
50.490159227,30.336171572,2.44
50.489851223,30.336417645,2.39
50.489562882,30.336659535,2.37
50.489281547,30.336904633,2.41
50.488968121,30.337161184,2.47
50.377971257,30.535108086,2.06
50.450834585,30.504596314,1.59
50.463369163,30.505624540,1.73
50.416061453,30.463148416,2.61
50.487163280,30.343002969,2.87
50.487127334,30.343880050,2.93
50.391777500,30.649256400,2.61
50.391352200,30.648724150,2.61
50.390909233,30.648181150,2.60
50.391294800,30.647605400,2.75
50.392322403,30.649594342,2.62
50.406888825,30.637771030,2.31
50.406663101,30.636867719,2.43
50.452112866,30.519152056,1.67
50.498721234,30.497353147,2.71
50.452419446,30.526513282,2.11
50.397722208,30.467642147,1.97
50.397694450,30.466998100,1.79
50.397725178,30.466506271,1.85
50.398438750,30.468839500,1.63
50.398503971,30.466710752,1.81
50.398467300,30.467256500,1.86
50.398434744,30.467751171,1.74
50.398412671,30.468296252,1.77
50.400003850,30.467488350,1.70
50.400002126,30.468817071,1.74
50.399341970,30.466639379,1.93
50.399318900,30.467143450,1.96
50.399279150,30.467761450,2.03
50.399251582,30.468303773,1.99
50.399096100,30.468990950,1.84
50.399064629,30.469508898,1.82
50.455042416,30.606255940,3.11
50.390834846,30.630275050,2.97
50.395702450,30.603662950,2.79
50.394443588,30.536354005,2.29
50.435856119,30.431235848,3.41
50.433931089,30.478617905,2.96
50.453611369,30.479854997,2.93
50.454317652,30.480479553,2.75
50.499361590,30.462722379,2.19
50.505696050,30.475735650,2.07
50.424850350,30.604417621,1.90
50.394100366,30.536948235,2.20
50.494270611,30.431111468,1.92
50.494393800,30.431869400,1.95
50.494621029,30.432573716,1.94
50.495528550,30.430396954,2.06
50.495263505,30.431180716,1.74
50.494775815,30.431114305,1.71
50.495371856,30.431980416,1.71
50.495884810,30.431962671,2.00
50.495755233,30.431153951,2.02
50.437809650,30.507565250,1.96
50.481291831,30.412432475,3.18
50.395731761,30.536211314,2.04
50.503773578,30.422731680,2.95
50.503877618,30.423750368,2.57
50.503319229,30.423813730,2.67
50.502618036,30.422112730,2.97
50.502716817,30.423170440,2.57
50.450376598,30.511885725,2.11
50.455038183,30.485945509,1.97
50.423850673,30.480635990,2.02
50.403377413,30.514674287,2.99
50.433500806,30.475210476,2.61
50.433270394,30.475218474,1.83
50.433068459,30.475190103,2.11
50.432700652,30.475187004,2.40
50.432508537,30.475105520,1.91
50.497027741,30.500980362,2.92
50.465756623,30.624296713,2.33
50.465925029,30.623835039,2.36
50.402535121,30.511115046,2.81
50.472562075,30.509013506,1.56
50.499422313,30.427702329,3.34
50.497775161,30.427086823,3.31
50.496752594,30.426775514,3.40
50.403637250,30.511089550,2.81
50.406034915,30.515588815,2.59
50.405497880,30.515805929,2.43
50.405802464,30.515985222,2.84
50.351275250,30.478555715,2.61
50.351292816,30.479488173,2.52
50.350871014,30.477231922,2.51
50.351556397,30.477138514,2.46
50.351862358,30.478030935,2.59
50.350550123,30.478349278,2.48
50.350604653,30.479846093,2.43
50.351424195,30.480472811,2.39
50.350956678,30.480998831,2.39
50.351917432,30.479083091,2.23
50.398332234,30.373992072,1.64
50.398132148,30.373993363,2.43
50.494867450,30.431860900,1.73
50.496137911,30.432605974,2.08
50.496281560,30.433245871,2.07
50.496432921,30.433870545,2.14
50.496765159,30.435347130,1.98
50.496925084,30.436016499,2.10
50.436918210,30.351277349,1.33
50.497101708,30.438641858,2.72
50.496736607,30.438044149,2.43
50.496246491,30.438412693,2.46
50.496142433,30.439256411,1.83
50.495858051,30.437729153,1.96
50.395104550,30.603633600,2.80
50.399913690,30.612594888,2.91
50.399122510,30.612667020,2.89
50.436136505,30.434307568,3.12
50.441402365,30.448491511,3.30
50.450632930,30.488161086,2.28
50.472838950,30.515847900,2.05
50.390522226,30.461689074,0.97
50.435288279,30.445532944,3.06
50.470957491,30.501644922,1.92
50.507889503,30.512569639,2.53
50.454392576,30.485637895,2.47
50.458031710,30.510964279,1.83
50.465450570,30.326499899,2.63
50.430220250,30.521850067,2.92
50.459427302,30.510835900,2.05
50.459099051,30.510768958,2.08
50.458761786,30.510765619,2.00
50.457811354,30.509494336,2.40
50.458009982,30.509085600,2.46
50.458178975,30.510156033,2.08
50.458853614,30.509859929,2.62
50.427061309,30.476867520,2.00
50.502572900,30.490641090,2.34
50.484053884,30.604388350,2.11
50.520597986,30.611807055,2.86
50.500054756,30.504863589,2.22
50.518669560,30.612426180,2.72
50.501094923,30.588735995,2.52
50.504986831,30.586952681,2.46
50.505007331,30.588626381,2.46
50.505447442,30.588224041,2.46
50.517466549,30.607978471,2.71
50.524030882,30.612559805,2.96
50.531000469,30.614180375,3.17
50.472694332,30.462045068,2.69
50.472900142,30.463222963,3.15
50.485180401,30.462860966,1.73
50.386596400,30.457629000,1.25
50.397916175,30.377021761,2.18
50.397774169,30.377649962,2.24
50.397492639,30.378212655,2.36
50.397467720,30.375346682,2.29
50.397984991,30.375793850,2.50
50.398236668,30.383014813,2.33
50.398257415,30.383742311,2.36
50.398870749,30.384364394,2.33
50.401090963,30.384652893,2.05
50.400944700,30.383851100,2.38
50.398724873,30.384991457,2.22
50.397986550,30.384264150,1.98
50.397842324,30.382413292,2.28
50.397528568,30.382828748,2.18
50.398097402,30.381468338,2.42
50.397479372,30.383566751,2.31
50.397184809,30.383845279,2.21
50.397197179,30.384404991,2.38
50.397006003,30.385202924,2.34
50.396725699,30.385476380,2.20
50.396742499,30.386030996,2.35
50.398796304,30.389162660,2.27
50.399447600,30.388862709,2.18
50.399199989,30.389466375,2.18
50.398349490,30.391371285,2.75
50.399020487,30.391484487,2.68
50.400563797,30.382187092,2.33
50.405073811,30.379296140,2.33
50.390244363,30.386089648,2.52
50.390563502,30.387232667,2.49
50.392815624,30.378025923,1.71
50.408404477,30.555501672,2.45
50.395339800,30.385623200,2.40
50.394714600,30.385415350,2.15
50.394219700,30.384818800,2.11
50.394086824,30.385412497,2.39
50.394295699,30.386187117,2.40
50.394423964,30.386926725,2.13
50.395014408,30.387001588,2.77
50.395788958,30.384735377,2.07
50.396086150,30.383903975,1.89
50.394963902,30.384262981,2.52
50.401776637,30.393236774,2.02
50.400338383,30.392800038,2.27
50.400124377,30.393094859,1.76
50.512816758,30.489602252,2.66
50.488125232,30.507017805,1.96
50.488399910,30.500181715,2.18
50.382616478,30.463709566,2.43
50.381774300,30.469820450,2.55
50.382163600,30.469467750,2.55
50.382528702,30.469098735,2.55
50.382902465,30.468720331,2.55
50.378523350,30.467757050,2.59
50.381402700,30.462549500,2.45
50.490183472,30.491603506,2.28
50.434739046,30.617664868,1.85
50.434547710,30.617015549,1.65
50.434644214,30.617342281,1.79
50.434833308,30.617988413,1.85
50.434791375,30.616491323,2.23
50.434525676,30.616681859,2.22
50.524861805,30.464037885,2.39
50.521320075,30.468211812,2.60
50.521948433,30.468221223,2.58
50.389819666,30.628792888,2.92
50.449981584,30.488808908,1.91
50.470253306,30.619915353,0.85
50.465914978,30.619100974,2.15
50.435175303,30.617328073,2.19
50.434940042,30.616742140,1.74
50.435035937,30.617068914,1.87
50.435422362,30.616793377,1.83
50.435327209,30.616468783,1.68
50.435439867,30.617140574,2.26
50.435813006,30.616521458,1.75
50.435717993,30.616196849,1.77
50.435307869,30.616124485,2.33
50.435578230,30.615935729,2.29
50.521373175,30.465867724,3.23
50.395231027,30.535553561,1.98
50.455081454,30.493921629,2.44
50.403811377,30.501362229,1.63
50.456564526,30.408776631,2.85
50.456548173,30.409565381,2.60
50.480061967,30.635305880,2.38
50.427176323,30.532686189,3.05
50.435386249,30.511204105,1.73
50.428082650,30.433837450,1.59
50.435969039,30.616770935,2.12
50.436237128,30.616578276,2.08
50.436202961,30.616240417,1.76
50.436184324,30.615890637,2.20
50.424317265,30.656830524,2.40
50.496803251,30.368341472,2.18
50.476857541,30.670609685,2.03
50.476709783,30.671842185,1.99
50.526882854,30.455618982,2.95
50.401684848,30.386158736,0.88
50.525088362,30.457958061,1.98
50.525294676,30.457090335,1.98
50.414699225,30.527454896,3.03
50.414632958,30.526375044,2.61
50.414453014,30.525809017,2.18
50.415740405,30.526625145,2.17
50.415367583,30.527211998,2.59
50.415871650,30.527213200,2.59
50.416158363,30.525516910,2.61
50.416325395,30.526486353,2.69
50.418926230,30.531112888,2.83
50.419169748,30.532476742,2.70
50.419590794,30.530463990,3.06
50.513646627,30.442747034,1.11
50.513383000,30.442587100,1.21
50.497003172,30.437050041,3.02
50.496261327,30.440428087,3.02
50.497136893,30.440155028,3.43
50.496903051,30.440523758,2.55
50.497360538,30.442304877,3.06
50.496593979,30.442102169,3.03
50.501043850,30.446459250,0.56
50.500946000,30.445755400,-0.23
50.503427324,30.425338786,2.55
50.503024961,30.424743869,2.65
50.502661773,30.425699526,3.01
50.502659048,30.426901117,2.61
50.502220883,30.426416781,2.63
50.502222650,30.427572204,3.11
50.502133219,30.423482105,2.64
50.501513211,30.421574307,2.95
50.501561568,30.422647621,2.57
50.501026341,30.422603169,2.62
50.501028000,30.426002500,2.39
50.501042107,30.427066638,3.00
50.501471300,30.426432734,2.52
50.485018305,30.416957577,2.55
50.484891852,30.415938067,2.67
50.484941412,30.414823193,2.56
50.521485576,30.630844817,1.14
50.533109622,30.598368811,2.49
50.533295134,30.598061092,2.31
50.476013075,30.670355321,2.25
50.417169738,30.681489675,2.30
50.417871898,30.681644430,2.68
50.410534991,30.695861991,3.29
50.411831514,30.695650628,3.40
50.382652108,30.465311161,2.86
50.382052260,30.464650918,2.81
50.381658931,30.463699452,2.77
50.496654381,30.434566604,1.91
50.495813900,30.433476300,1.87
50.495889400,30.434233200,2.12
50.495471061,30.432898317,1.96
50.495444750,30.434653700,2.18
50.495316691,30.433934784,2.16
50.494845627,30.434182344,2.08
50.494877750,30.434832250,2.07
50.496400784,30.369543148,2.37
50.496383898,30.368491050,2.43
50.495145028,30.370061296,2.28
50.495224089,30.369432557,2.19
50.494462994,30.369805192,2.55
50.448478046,30.479221034,3.08
50.434642595,30.477817510,2.08
50.531719532,30.362356295,1.87
50.392048371,30.459317537,2.32
50.389830350,30.462425000,1.73
50.390179718,30.463034026,1.76
50.390015543,30.462708188,1.73
50.396729796,30.445601738,1.57
50.396755121,30.446364051,1.26
50.402664776,30.360746925,1.25
50.505968483,30.463500088,2.79
50.505430568,30.461051609,1.42
50.470562983,30.491337827,1.60
50.490103212,30.337771510,2.44
50.490098730,30.337301535,2.45
50.392338250,30.467913108,1.49
50.391624012,30.467014786,2.98
50.407051242,30.673139793,2.48
50.406657376,30.674158679,3.30
50.404775974,30.670198235,2.52
50.405095087,30.669769639,2.55
50.401903049,30.649914167,2.56
50.402734329,30.650210636,3.23
50.402795211,30.610441750,2.67
50.490993826,30.527833570,0.93
50.469989695,30.431229654,1.32
50.469044125,30.426141592,2.36
50.466913843,30.419353485,0.75
50.467172311,30.419283255,0.75
50.520396550,30.436951700,0.96
50.520619006,30.436029912,1.61
50.393482100,30.474374800,2.80
50.392614404,30.460534555,2.02
50.514789465,30.593873430,2.97
50.462091763,30.627853890,1.39
50.350102745,30.453774564,0.93
50.347667683,30.448863177,1.36
50.348310657,30.448947117,1.20
50.348990571,30.448470484,1.07
50.349478200,30.448192398,1.08
50.350775189,30.446948568,1.40
50.350233332,30.447761618,1.19
50.399441034,30.393894666,1.86
50.398805133,30.392477371,1.11
50.401829992,30.394085106,1.18
50.400862285,30.394960179,1.49
50.399888396,30.389358788,1.92
50.398914884,30.388576959,1.14
50.398226163,30.387853273,0.98
50.395302412,30.382148186,1.39
50.498105477,30.516054861,2.25
50.498320809,30.514760316,2.49
50.422456700,30.703287683,0.89
50.422309341,30.703947546,2.57
50.422084780,30.704530102,2.55
50.421863805,30.705046103,2.54
50.423999409,30.697792428,2.62
50.348962701,30.478730741,1.22
50.348953749,30.477903798,1.25
50.347908379,30.478991858,1.30
50.348993657,30.479297922,1.22
50.347980964,30.477792167,1.24
50.345669265,30.477994317,1.07
50.346174512,30.477951074,1.20
50.347055474,30.477932764,1.22
50.346816788,30.478331157,1.26
50.346793954,30.478885445,1.22
50.345224591,30.476448610,2.61
50.345192829,30.475553208,1.35
50.346204574,30.476459175,1.27
50.347149307,30.476469506,1.27
50.348159051,30.476408244,1.26
50.349732951,30.474693652,2.41
50.348208120,30.475538370,1.15
50.347147635,30.475537373,1.19
50.346212350,30.475535200,1.18
50.347242459,30.474893040,2.40
50.346242483,30.474918226,2.25
50.345235700,30.474958450,1.29
50.400787095,30.542049049,2.64
50.400602673,30.541496768,2.97
50.377982233,30.540246130,2.61
50.380189150,30.533349000,2.42
50.380739152,30.532928435,2.77
50.432210426,30.324197647,1.04
50.432472080,30.324628138,0.99
50.432055905,30.324766322,0.96
50.432401265,30.325639342,1.31
50.432780271,30.327418073,1.21
50.432491467,30.326203067,0.99
50.432663742,30.326699117,1.15
50.433808332,30.331129482,1.29
50.426435555,30.333520636,1.03
50.426276041,30.331989633,0.98
50.425749387,30.332311106,0.94
50.427456075,30.326326454,0.89
50.430755633,30.324477264,0.82
50.430350206,30.324732104,0.97
50.431570296,30.323961131,0.49
50.435130910,30.320597535,0.82
50.500839783,30.423631599,3.01
50.500211648,30.424399957,2.66
50.426197800,30.536271655,2.71
50.390700797,30.476420217,2.91
50.390391200,30.478907050,2.95
50.496992279,30.505487096,2.39
50.397589556,30.470343311,2.30
50.490642108,30.405286731,2.05
50.488199013,30.342179256,1.02
50.488829515,30.342492840,1.09
50.398164610,30.692674759,3.03
50.398468939,30.693472516,3.07
50.403265200,30.510169600,2.62
50.409896271,30.506767598,3.12
50.409003691,30.506055955,3.33
50.410809700,30.503068750,2.87
50.411026788,30.500244835,2.71
50.525274025,30.492165578,2.35
50.525259425,30.494936978,2.35
50.524914858,30.493035331,2.43
50.524913658,30.495776631,2.43
50.520366993,30.485897735,2.27
50.520360364,30.488800715,2.27
50.521737315,30.490100916,2.27
50.521743804,30.487235246,2.27
50.522434954,30.487847076,2.27
50.388126648,30.390808984,2.04
50.387946632,30.390315170,2.24
50.413240764,30.653252450,2.95
50.525512960,30.496261347,2.54
50.523969611,30.495153978,2.42
50.415962269,30.632540894,2.88
50.415655550,30.629444650,2.62
50.415013402,30.629752422,2.62
50.510874450,30.485773400,2.22
50.511350576,30.485982946,2.22
50.511296017,30.486805425,2.22
50.409496343,30.361180526,0.80
50.385441750,30.455432950,2.08
50.390607050,30.464233450,1.76
50.500981066,30.424803742,2.60
50.412536917,30.550444313,2.85
50.412416785,30.551667997,2.26
50.411624796,30.553926865,1.77
50.419821860,30.533355207,2.87
50.476799836,30.672185184,1.98
50.498498263,30.357153081,1.48
50.503881901,30.590093053,2.40
50.503224399,30.589031991,2.41
50.510875855,30.493361691,2.37
50.371268931,30.455261117,2.74
50.506744264,30.504395779,2.27
50.343204741,30.475718397,0.98
50.344222800,30.476500639,1.36
50.343424602,30.476502301,1.42
50.386463483,30.448393136,2.41
50.414995481,30.530999460,2.58
50.488922046,30.611685208,3.11
50.506055691,30.411704229,2.89
50.469668419,30.611739536,2.73
50.469486350,30.612354950,2.84
50.457873097,30.630340568,2.67
50.457349644,30.630680186,2.67
50.455047182,30.629543728,3.10
50.496193665,30.373459396,2.20
50.435760480,30.623932581,1.86
50.435592200,30.624099100,1.95
50.435390160,30.624182696,1.94
50.469298100,30.522058050,2.51
50.505207176,30.411452187,2.90
50.505625462,30.408708437,2.87
50.506413503,30.409048760,2.86
50.424816226,30.522446784,3.12
50.387696100,30.458701900,1.47
50.387867103,30.459025230,1.87
50.387116273,30.455201158,0.50
50.428283586,30.597452585,2.61
50.514914219,30.591782910,1.00
50.515541083,30.591426168,0.79
50.515776400,30.594236200,2.47
50.480195496,30.671577488,1.33
50.479960642,30.670946201,1.17
50.479899710,30.670260990,1.14
50.479832200,30.669876423,0.98
50.427637237,30.525649546,2.69
50.427378288,30.526040184,2.70
50.434425142,30.532142180,2.99
50.445535783,30.431549202,1.92
50.479543100,30.478419550,1.95
50.380923300,30.463274700,2.45
50.383148374,30.465225344,2.46
50.355573535,30.438972581,2.99
50.459764650,30.511803350,1.38
50.407327277,30.625921970,2.64
50.407617085,30.626931332,2.84
50.532165056,30.623362251,2.74
50.402274375,30.384487705,2.23
50.401485845,30.385816857,0.53
50.401260980,30.385573196,0.57
50.401532652,30.384954570,0.48
50.401757373,30.384653408,0.56
50.387303374,30.626298128,2.98
50.389031759,30.629190842,2.60
50.387518825,30.627403747,2.89
50.400334121,30.389383930,0.81
50.401424605,30.386524733,0.49
50.400960394,30.387918893,0.59
50.400812307,30.387764268,0.58
50.400407850,30.387867100,1.82
50.400216614,30.391904575,0.69
50.403084127,30.381314140,2.13
50.402624939,30.380871562,2.13
50.514642121,30.499883012,2.87
50.391007244,30.631110209,2.57
50.491440750,30.586749150,1.69
50.406444882,30.667225705,2.04
50.365589229,30.686802037,1.31
50.526463458,30.500013501,2.81
50.468498618,30.636660392,2.67
50.451147950,30.586403721,2.95
50.480407245,30.595149251,2.02
50.481796400,30.591448550,1.93
50.499409800,30.499558349,1.65
50.459657500,30.586021050,2.42
50.415587102,30.525835114,2.78
50.415468991,30.525326581,2.16
50.415065359,30.525938191,2.59
50.422123136,30.512957028,2.12
50.423282626,30.513687575,2.94
50.436783582,30.616606479,1.88
50.436688860,30.616285045,1.88
50.436593830,30.615961357,1.88
50.436452139,30.615701064,2.15
50.469972063,30.514604159,1.42
50.449750214,30.594000449,2.86
50.450708077,30.521004560,1.59
50.354166587,30.429992074,2.22
50.361907153,30.412746107,2.13
50.361813633,30.414396358,1.45
50.535869400,30.472357950,0.53
50.430992596,30.477891184,3.00
50.469483480,30.480094983,1.92
50.460065450,30.585639450,2.46
50.459362400,30.585320800,2.49
50.446908575,30.490078694,2.21
50.391831980,30.496031903,2.15
50.401400257,30.393156373,2.24
50.400835411,30.392928927,2.22
50.459939447,30.509783816,1.85
50.447037654,30.601848486,2.53
50.433348640,30.447795130,2.69
50.505851626,30.585619460,2.38
50.470395995,30.505282998,1.12
50.470694114,30.505446304,1.99
50.471643839,30.504720004,2.01
50.470772885,30.506148311,2.23
50.491840650,30.600494350,2.49
50.507701929,30.604904559,2.47
50.464783895,30.509347950,2.17
50.452235982,30.489318809,1.98
50.437136288,30.476956184,2.67
50.471067227,30.476070658,1.98
50.470001750,30.475799450,2.04
50.486876647,30.391426333,2.25
50.391315445,30.625524292,3.36
50.389965659,30.630384842,2.60
50.390136900,30.631733500,2.64
50.390636850,30.631601050,2.64
50.462642481,30.489204277,2.25
50.462762967,30.488324224,2.64
50.481284317,30.413736375,3.24
50.481441016,30.415126358,3.16
50.481537615,30.416553059,3.22
50.482701273,30.415855185,2.71
50.428560810,30.511145481,1.21
50.429888884,30.522071433,2.54
50.396753950,30.447037550,1.22
50.391806909,30.473105424,2.47
