Latitude,Longitude,Metric population,Building Id,Nearest Store,Distance to Nearest Store (km)
50.519072935,30.608625981,2.74,3695,Store 41,0.547
50.519522467,30.610470258,2.67,3696,Store 48,0.496
50.520156986,30.610300466,2.38,3697,Store 48,0.543
50.520601423,30.610081448,2.38,3698,Store 48,0.584
50.520638438,30.609288024,2.39,3699,Store 48,0.632
50.518017336,30.614478583,2.42,3700,Store 48,0.168
50.520871964,30.612943716,2.49,3701,Store 48,0.466
50.518001339,30.615909782,2.66,3702,Store 48,0.084
50.51901271,30.61580524,2.38,3703,Store 48,0.188
50.518580829,30.617000537,2.62,3704,Store 48,0.133
50.520263618,30.615673102,2.21,3705,Store 48,0.325
50.519780682,30.615487248,2.21,3706,Store 48,0.276
50.520621816,30.616903688,2.66,3707,Store 48,0.358
50.51974231,30.616960539,2.58,3708,Store 48,0.26
50.408350506,30.407029082,2.66,3709,Store 11,0.35
50.4093423,30.409429433,2.84,3710,Store 91,0.351
50.408358672,30.405563364,2.41,3711,Store 11,0.315
50.40895085,30.40614435,2.41,3712,Store 11,0.263
50.408857286,30.405043202,2.41,3713,Store 11,0.255
50.409090036,30.411415748,2.33,3714,Store 91,0.306
50.408679936,30.410154848,2.33,3715,Store 91,0.383
50.408298847,30.408608953,2.33,3716,Store 11,0.418
50.41006166,30.412055353,2.87,3717,Store 91,0.19
50.41158232,30.410167664,2.33,3718,Store 91,0.179
50.41125054,30.409665551,2.33,3719,Store 91,0.22
50.411092183,30.410959431,2.33,3720,Store 91,0.141
50.410746647,30.410368453,2.33,3721,Store 91,0.197
50.409713663,30.4019484,2.08,3722,Store 11,0.255
50.409315198,30.401697906,2.09,3723,Store 11,0.297
50.409860035,30.403001061,2.09,3724,Store 11,0.189
50.409461403,30.402751233,2.1,3725,Store 11,0.235
50.409944132,30.403992977,2.09,3726,Store 11,0.144
50.409545498,30.403743161,2.1,3727,Store 11,0.192
50.410029269,30.404959066,2.09,3728,Store 11,0.125
50.409630587,30.404709099,2.1,3729,Store 11,0.168
50.410294781,30.407393589,2.58,3730,Store 11,0.209
50.407450355,30.401762202,2.08,3731,Store 11,0.462
50.407847023,30.40184989,2.05,3732,Store 11,0.421
50.406800899,30.400782866,2.72,3733,Store 11,0.559
50.407629455,30.40099654,2.06,3734,Store 11,0.473
50.408010516,30.401094683,2.05,3735,Store 11,0.434
50.407817,30.400236739,2.05,3736,Store 11,0.489
50.408198107,30.400335464,2.06,3737,Store 11,0.453
50.408012729,30.399484022,2.05,3738,Store 11,0.511
50.4083939,30.399583714,2.05,3739,Store 11,0.477
50.408599257,30.398894492,2.05,3740,Store 11,0.503
50.408979679,30.398990909,2.05,3741,Store 11,0.474
50.408789056,30.398091134,2.05,3742,Store 11,0.54
50.407498524,30.403584598,2.64,3743,Store 11,0.414
50.503651333,30.441013817,2.98,3744,Store 69,0.288
50.395426283,30.63386921,3.08,3745,Store 52,0.401
50.502228047,30.58608845,2.49,3746,Store 13,1.195
50.50304601,30.585330599,2.66,3747,Store 13,1.243
50.4903396,30.5773459,2.1,3748,Store 13,0.345
50.491583,30.57858035,2.23,3749,Store 13,0.25
50.492142674,30.578091624,2.01,3750,Store 13,0.18
50.49224515,30.579404,2.31,3751,Store 13,0.243
50.492076755,30.576752471,2.25,3752,Store 13,0.147
50.4913159,30.5771651,2.55,3753,Store 13,0.236
50.49101547,30.576108837,2.34,3754,Store 13,0.265
50.490392519,30.576225034,2.34,3755,Store 13,0.334
50.496267451,30.521358275,2.76,3756,Store 17,0.309
50.495974511,30.5199184,2.61,3757,Store 17,0.263
50.496259761,30.519654381,2.57,3758,Store 17,0.226
50.472080785,30.339768182,2.76,3759,Store 66,0.154
50.47261475,30.3412928,2.62,3760,Store 66,0.27
50.495488589,30.523045744,2.27,3761,Store 17,0.456
50.493599948,30.525036947,2.39,3762,Store 17,0.7
50.416691312,30.555419456,2.01,3763,Store 28,0.952
50.417485668,30.556298345,1.82,3764,Store 28,1.059
50.415171127,30.552904445,1.87,3765,Store 28,0.707
50.41554627,30.553104374,1.77,3766,Store 28,0.746
50.416628403,30.554347535,1.91,3767,Store 28,0.894
50.41717314,30.553855198,1.85,3768,Store 28,0.917
50.416417635,30.551811901,1.75,3769,Store 28,0.763
50.4161738,30.556183,2.37,3770,Store 28,0.954
50.415473928,30.554033928,1.96,3771,Store 28,0.788
50.415839785,30.55215832,1.87,3772,Store 28,0.726
50.4168548,30.5562088,1.85,3773,Store 28,1.005
50.415754375,30.554729531,1.73,3774,Store 28,0.846
50.415121049,30.554269571,2.19,3775,Store 28,0.775
50.41719105,30.55314405,1.73,3776,Store 28,0.888
50.415958498,30.554083376,1.86,3777,Store 28,0.828
50.416234469,30.554946375,1.75,3778,Store 28,0.893
50.491552608,30.582569083,2.43,3779,Store 71,0.052
50.492330236,30.58453315,2.28,3780,Store 71,0.119
50.492746624,30.584089685,2.08,3781,Store 71,0.139
50.490650102,30.592472721,1.78,3782,Store 36,0.573
50.49260395,30.592206068,2.27,3783,Store 36,0.551
50.49306755,30.5915405,2.27,3784,Store 36,0.601
50.492113618,30.592872302,2.27,3785,Store 36,0.506
50.4919256,30.594291,2.52,3786,Store 36,0.41
50.493132366,30.59524487,2.18,3787,Store 36,0.342
50.49325855,30.5962385,2.18,3788,Store 36,0.277
50.492012984,30.59582443,2.31,3789,Store 36,0.301
50.492173,30.5968485,2.31,3790,Store 36,0.227
50.492325416,30.59784257,2.31,3791,Store 36,0.154
50.492447316,30.59882467,2.31,3792,Store 36,0.084
50.411725797,30.407745792,2.42,3793,Store 11,0.221
50.412240384,30.408545498,2.1,3794,Store 11,0.295
50.411734436,30.406479216,2.22,3795,Store 11,0.138
50.411293482,30.404160512,2.11,3796,Store 11,0.046
50.412595397,30.408060606,2.31,3797,Store 11,0.284
50.41081071,30.403157793,2.5,3798,Store 11,0.119
50.410916095,30.401957461,2.34,3799,Store 11,0.2
50.4103833,30.4012473,2.35,3800,Store 11,0.263
50.412594255,30.40566703,2.5,3801,Store 11,0.174
50.41172065,30.40298955,2.58,3802,Store 11,0.141
50.412257914,30.404382383,2.24,3803,Store 11,0.127
50.412989667,30.404104351,1.76,3804,Store 11,0.211
50.411559182,30.401988598,1.73,3805,Store 11,0.202
50.4099661,30.40046245,2.35,3806,Store 11,0.331
50.413233814,30.406766884,2.66,3807,Store 11,0.273
50.413974872,30.405421131,2.7,3808,Store 11,0.318
50.413724945,30.404206427,2.51,3809,Store 11,0.29
50.412774035,30.402302515,2.21,3810,Store 11,0.251
50.410519198,30.400301338,2.4,3811,Store 11,0.323
50.411249048,30.400565962,2.42,3812,Store 11,0.297
50.41209105,30.3999359,2.31,3813,Store 11,0.358
50.411113555,30.398868043,2.48,3814,Store 11,0.418
50.4122782,30.3991331,2.31,3815,Store 11,0.418
50.41330135,30.4001862,2.21,3816,Store 11,0.403
50.415374606,30.403224869,2.75,3817,Store 11,0.483
50.416395608,30.401980513,2.7,3818,Store 11,0.616
50.415727147,30.400526527,2.5,3819,Store 11,0.591
50.41623315,30.39997875,2.14,3820,Store 11,0.66
50.417112306,30.400788383,2.45,3821,Store 11,0.721
50.41508995,30.3981874,2.12,3822,Store 11,0.64
50.41553982,30.398962517,2.4,3823,Store 11,0.639
50.4167525,30.39830415,2.15,3824,Store 11,0.774
50.41459555,30.3975059,2.15,3825,Store 11,0.642
50.416860926,30.399306108,2.64,3826,Store 11,0.744
50.416115143,30.397662763,2.38,3827,Store 11,0.747
50.40917016,30.398190461,2.05,3828,Store 11,0.515
50.513323991,30.615943844,2.96,3829,Store 48,0.457
50.513346415,30.617490622,2.59,3830,Store 30,0.391
50.417918358,30.553996002,1.98,3831,Store 28,0.989
50.418064261,30.556118769,2.33,3832,Store 28,1.097
50.418609818,30.555233652,1.94,3833,Store 28,1.103
50.418244845,30.555531165,1.96,3834,Store 28,1.084
50.419126578,30.550899578,2.35,3835,Store 28,1.001
50.508944292,30.512833921,2.87,3836,Store 18,0.419
50.510800276,30.509443282,3.21,3837,Store 16,0.269
50.510460837,30.507690522,2.96,3838,Store 16,0.14
50.511102883,30.510760892,2.22,3839,Store 16,0.368
50.460350662,30.371569541,1.95,3840,Store 59,0.934
50.494405934,30.592431634,2.64,3841,Store 36,0.573
50.4938546,30.59231945,2.28,3842,Store 36,0.562
50.493906698,30.595055749,2.71,3843,Store 36,0.38
50.493071159,30.597412515,2.3,3844,Store 36,0.191
50.493452613,30.598584715,2.36,3845,Store 36,0.14
50.492631282,30.595969629,2.53,3846,Store 36,0.285
50.493787367,30.600908175,2.26,3847,Store 36,0.151
50.4932686,30.601096971,2.23,3848,Store 36,0.111
50.4927431,30.60126225,2.19,3849,Store 36,0.092
50.491642462,30.599434403,2.76,3850,Store 36,0.11
50.492871325,30.603237473,2.35,3851,Store 36,0.232
50.4912647,30.59370485,2.43,3852,Store 36,0.468
50.489826401,30.595018388,2.11,3853,Store 36,0.465
50.490138011,30.597285469,2.09,3854,Store 36,0.331
50.489718,30.59293025,1.95,3855,Store 36,0.591
50.489055773,30.592196711,2.22,3856,Store 63,0.553
50.4892878,30.5938856,2.22,3857,Store 63,0.54
50.48878815,30.5947454,2.29,3858,Store 63,0.476
50.48958928,30.596170607,2.06,3859,Store 36,0.427
50.48853765,30.5931095,2.22,3860,Store 63,0.475
50.48784965,30.5926245,2.03,3861,Store 63,0.42
50.48809245,30.59416555,1.89,3862,Store 63,0.406
50.488746734,30.596882564,1.93,3863,Store 36,0.478
50.489748014,30.598790152,2.21,3864,Store 36,0.324
50.490477998,30.599673959,2.0,3865,Store 36,0.233
50.48979865,30.60053525,2.08,3866,Store 36,0.31
50.490268,30.6010784,2.08,3867,Store 36,0.266
50.48730425,30.593650685,1.95,3868,Store 63,0.333
50.487084853,30.594597698,2.29,3869,Store 63,0.29
50.512672249,30.617228822,2.58,3870,Store 30,0.413
50.511561966,30.619728036,2.74,3871,Store 30,0.292
50.510785248,30.621329661,2.38,3872,Store 30,0.289
50.511151464,30.621823245,2.4,3873,Store 30,0.238
50.511751739,30.621622927,2.62,3874,Store 30,0.185
50.51253856,30.622399555,2.5,3875,Store 30,0.081
50.513207357,30.620424768,2.43,3876,Store 30,0.183
50.513652542,30.619843937,2.43,3877,Store 30,0.231
50.514259862,30.61941449,2.49,3878,Store 30,0.283
50.514871381,30.619046434,2.49,3879,Store 48,0.329
50.515461035,30.618626847,2.47,3880,Store 48,0.258
50.515096646,30.617302496,2.96,3881,Store 48,0.261
50.513551229,30.622374181,2.62,3882,Store 30,0.063
50.514428204,30.621933985,2.33,3883,Store 30,0.161
50.514594311,30.621025992,2.15,3884,Store 30,0.213
50.515165845,30.621126133,2.41,3885,Store 30,0.26
50.515593188,30.619747886,2.43,3886,Store 48,0.298
50.516192852,30.620239544,2.6,3887,Store 48,0.288
50.516960371,30.622018256,2.53,3888,Store 48,0.383
50.514716113,30.623007145,2.09,3889,Store 30,0.174
50.51375403,30.623862297,2.55,3890,Store 30,0.09
50.514771197,30.624059521,2.5,3891,Store 30,0.194
50.517409629,30.622988205,2.33,3892,Store 48,0.448
50.517236166,30.62396515,2.17,3893,Store 30,0.459
50.517265987,30.625259419,2.57,3894,Store 30,0.484
50.516309365,30.624906233,2.64,3895,Store 30,0.375
50.515744318,30.625245552,2.37,3896,Store 30,0.328
50.515260008,30.62479281,2.37,3897,Store 30,0.266
50.513979124,30.620935553,2.53,3898,Store 30,0.173
50.516829327,30.620534909,2.47,3899,Store 48,0.282
50.519780911,30.620036893,3.11,3900,Store 48,0.356
50.51989184,30.621561558,2.61,3901,Store 48,0.444
50.51959348,30.624093988,2.61,3902,Store 48,0.58
50.519671712,30.625938246,2.63,3903,Store 48,0.703
50.518613626,30.626412825,2.56,3904,Store 30,0.653
50.518930401,30.62127331,2.74,3905,Store 48,0.368
50.518182524,30.619235222,2.92,3906,Store 48,0.202
50.51744863,30.619888026,2.47,3907,Store 48,0.229
50.51804769,30.623849291,2.33,3908,Store 48,0.514
50.518136414,30.625177463,2.71,3909,Store 30,0.575
50.51812207,30.622537218,2.3,3910,Store 48,0.424
50.517886423,30.621692124,2.3,3911,Store 48,0.36
50.517659194,30.620870405,2.3,3912,Store 48,0.3
50.4263858,30.5254613,2.12,3913,Store 40,0.377
50.425595187,30.525829531,2.43,3914,Store 40,0.384
50.425339735,30.525131729,2.48,3915,Store 40,0.441
50.425088692,30.52441959,2.48,3916,Store 40,0.499
50.424889357,30.52374176,2.27,3917,Store 40,0.551
50.426013148,30.52337707,2.27,3918,Store 40,0.53
50.4257886,30.52402855,1.95,3919,Store 40,0.493
50.427240514,30.525043338,2.36,3920,Store 40,0.396
50.426410338,30.520867024,2.38,3921,Store 40,0.697
50.425406964,30.522515515,2.44,3922,Store 40,0.608
50.417890018,30.397445314,2.08,3923,Store 11,0.912
50.417483562,30.397396768,2.09,3924,Store 11,0.877
50.419750759,30.397682864,2.41,3925,Store 11,1.081
50.419455892,30.398456556,2.41,3926,Store 11,1.027
50.43545425,30.4495837,1.84,3927,Store 86,0.539
50.435106081,30.449555307,1.82,3928,Store 86,0.516
50.433994,30.4485517,1.94,3929,Store 86,0.516
50.43363335,30.44841045,1.91,3930,Store 86,0.512
50.43251965,30.447469,1.91,3931,Store 86,0.556
50.432180469,30.447427592,1.95,3932,Store 86,0.558
50.430948152,30.44632867,1.87,3933,Store 86,0.652
50.430604305,30.446285768,1.89,3934,Store 86,0.665
50.430173717,30.445762214,2.25,3935,Store 86,0.714
50.427604864,30.447948696,1.93,3936,Store 86,0.734
50.4251859,30.44407185,1.84,3937,Store 85,1.085
50.425421766,30.443567351,2.48,3938,Store 85,1.115
50.523229928,30.626580068,2.4,3939,Store 48,0.955
50.523190741,30.62747938,2.4,3940,Store 48,1.0
50.523777032,30.62710661,2.36,3941,Store 48,1.024
50.524399367,30.623134848,2.56,3942,Store 48,0.902
50.524382554,30.623998726,2.56,3943,Store 48,0.933
50.52476505,30.62580465,2.71,3944,Store 48,1.043
50.524955573,30.627362768,2.85,3945,Store 48,1.13
50.52533885,30.62615935,2.16,3946,Store 48,1.109
50.526267484,30.624318904,2.38,3947,Store 48,1.124
50.52622767,30.625151426,2.38,3948,Store 48,1.15
50.526191118,30.626011764,2.38,3949,Store 48,1.18
50.52614731,30.62686455,2.38,3950,Store 48,1.211
50.52463775,30.6209943,2.26,3951,Store 48,0.861
50.5247902,30.62172415,2.39,3952,Store 48,0.896
50.525376707,30.62177112,2.39,3953,Store 48,0.957
50.525224249,30.621041323,2.26,3954,Store 48,0.923
50.5259674,30.62183045,2.39,3955,Store 48,1.02
50.525814949,30.621100623,2.26,3956,Store 48,0.986
50.52766019,30.620885483,2.44,3957,Store 5,1.026
50.528119737,30.621272827,2.3,3958,Store 5,1.026
50.52778854,30.621795383,2.3,3959,Store 5,1.076
50.5279594,30.626132,2.54,3960,Store 5,1.348
50.528371226,30.627090322,2.53,3961,Store 5,1.397
50.528221032,30.628016173,2.44,3962,Store 48,1.446
50.528035015,30.625227658,2.09,3963,Store 5,1.286
50.450084261,30.59514406,2.86,3964,Store 89,0.42
50.448871411,30.590888672,2.86,3965,Store 89,0.72
50.491583074,30.592467859,2.37,3966,Store 36,0.543
50.493801942,30.590931874,2.24,3967,Store 71,0.593
50.494164372,30.591026105,2.2,3968,Store 71,0.617
50.494092095,30.599522253,2.32,3969,Store 36,0.173
50.494094395,30.605050453,2.32,3970,Store 36,0.396
50.49024864,30.58968946,2.06,3971,Store 71,0.476
50.48989305,30.5906795,2.49,3972,Store 70,0.534
50.4905545,30.58898565,1.92,3973,Store 71,0.419
50.49074105,30.58834085,1.91,3974,Store 71,0.369
50.4908701,30.58770815,2.07,3975,Store 71,0.322
50.490327336,30.587024345,2.79,3976,Store 71,0.299
50.4896926,30.58622485,2.49,3977,Store 71,0.296
50.4899592,30.58864315,2.07,3978,Store 71,0.42
50.447102724,30.494900348,2.07,3979,Store 21,0.049
50.500481095,30.429060254,2.39,3980,Store 68,0.469
50.500601384,30.42797389,2.49,3981,Store 68,0.456
50.456526477,30.496739577,2.48,3982,Store 75,0.064
50.49158719,30.585971135,2.29,3983,Store 71,0.189
50.491096393,30.585800757,2.29,3984,Store 71,0.186
50.490590267,30.585608847,2.29,3985,Store 71,0.198
50.41909664,30.647656867,2.68,3986,Store 82,0.314
50.48887958,30.590160707,2.08,3987,Store 70,0.434
50.48871455,30.59106585,2.37,3988,Store 70,0.479
50.4886192,30.5890709,1.94,3989,Store 70,0.355
50.4885256,30.5885145,1.96,3990,Store 70,0.318
50.48807186,30.589316844,2.04,3991,Store 70,0.336
50.486725736,30.586645513,2.71,3992,Store 70,0.108
50.48996195,30.59205105,1.86,3993,Store 70,0.613
50.48459605,30.58624025,2.27,3994,Store 70,0.241
50.456536183,30.495332163,2.08,3995,Store 75,0.146
50.456023976,30.494178713,1.93,3996,Store 75,0.218
50.419304947,30.643900997,2.67,3997,Store 82,0.494
50.418949455,30.642723534,2.57,3998,Store 82,0.586
50.420395647,30.642716464,2.97,3999,Store 82,0.527
50.423780863,30.601556736,2.61,4000,Store 58,0.738
50.424472745,30.602495583,2.46,4001,Store 58,0.748
50.424600456,30.601412168,2.64,4002,Store 58,0.676
50.423816881,30.599108219,1.96,4003,Store 58,0.609
50.424101592,30.599616354,1.97,4004,Store 58,0.611
50.42437974,30.600129214,1.96,4005,Store 58,0.617
50.4253222,30.602226702,2.45,4006,Store 58,0.687
50.426020512,30.601098225,2.38,4007,Store 58,0.583
50.426133411,30.600038271,1.99,4008,Store 58,0.508
50.426868345,30.601172328,3.02,4009,Store 58,0.56
50.42693511,30.599161162,2.65,4010,Store 58,0.42
50.426550573,30.595759599,2.51,4011,Store 58,0.225
50.42656745,30.59764255,2.5,4012,Store 58,0.334
50.429284879,30.603570987,2.25,4013,Store 58,0.732
50.428860613,30.601061395,2.4,4014,Store 58,0.549
50.429985647,30.595975248,2.4,4015,Store 58,0.289
50.424816174,30.443390518,1.97,4016,Store 85,1.14
50.424447775,30.444598493,2.39,4017,Store 85,1.068
50.424398878,30.442828719,2.45,4018,Store 85,1.19
50.433332148,30.453730982,2.06,4019,Store 86,0.164
50.432839945,30.454179422,2.01,4020,Store 86,0.103
50.432301317,30.454371488,1.88,4021,Store 86,0.066
50.432735416,30.453134449,1.77,4022,Store 86,0.163
50.4323432,30.45340645,2.03,4023,Store 86,0.135
50.431361051,30.45395103,1.67,4024,Store 86,0.138
50.4287091,30.4545152,1.62,4025,Store 85,0.371
50.4293415,30.4540503,1.96,4026,Store 86,0.336
50.43012535,30.4523398,1.92,4027,Store 86,0.316
50.429856808,30.453274802,1.54,4028,Store 86,0.303
50.429708714,30.452727281,1.6,4029,Store 86,0.337
50.42953855,30.452001,1.77,4030,Store 86,0.382
50.429406642,30.450864731,1.98,4031,Store 86,0.446
50.428967883,30.45167903,1.57,4032,Store 86,0.447
50.429056872,30.452194533,1.6,4033,Store 86,0.418
50.428747199,30.452431134,1.54,4034,Store 86,0.44
50.429719787,30.451359907,2.17,4035,Store 86,0.397
50.52401023,30.618381834,2.97,4036,Store 48,0.744
50.524081138,30.616852671,2.97,4037,Store 48,0.742
50.52415951,30.615320899,2.97,4038,Store 48,0.756
50.524506533,30.613913323,2.18,4039,Store 48,0.813
50.52557735,30.61405395,2.35,4040,Store 5,0.846
50.525923238,30.618060381,2.33,4041,Store 48,0.952
50.526350123,30.617310204,2.33,4042,Store 5,0.915
50.52707795,30.6175886,2.33,4043,Store 5,0.873
50.52698855,30.6162079,2.56,4044,Store 5,0.81
50.526117021,30.615051907,2.4,4045,Store 5,0.833
50.52613245,30.61246905,2.41,4046,Store 5,0.741
50.525701431,30.612128541,2.42,4047,Store 5,0.777
50.525545049,30.611403973,2.3,4048,Store 5,0.777
50.526349,30.61144155,2.12,4049,Store 5,0.693
50.526196989,30.610720478,2.15,4050,Store 5,0.694
50.525680356,30.610399568,2.29,4051,Store 5,0.745
50.527016685,30.611143002,2.4,4052,Store 5,0.616
50.527363076,30.611618402,2.27,4053,Store 5,0.592
50.5275266,30.61233435,2.42,4054,Store 5,0.598
50.527959797,30.612674623,2.4,4055,Store 5,0.569
50.527849535,30.610984737,2.68,4056,Store 5,0.525
50.528834768,30.611351938,2.4,4057,Store 5,0.437
50.529671859,30.611183346,2.68,4058,Store 5,0.352
50.52976925,30.61289805,2.4,4059,Store 5,0.427
50.529172575,30.611841826,2.27,4060,Store 5,0.424
50.5293361,30.6125578,2.42,4061,Store 5,0.443
50.5276373,30.617197,2.35,4062,Store 5,0.812
50.527709827,30.618397946,2.24,4063,Store 5,0.875
50.5281768,30.61736547,2.45,4064,Store 5,0.785
50.528587606,30.618282275,2.37,4065,Store 5,0.815
50.529199552,30.617674729,2.37,4066,Store 5,0.745
50.529798772,30.617059988,2.37,4067,Store 5,0.677
50.5287671,30.61698865,2.33,4068,Store 5,0.727
50.529373821,30.616180326,2.44,4069,Store 5,0.643
50.530319082,30.615749023,2.15,4070,Store 5,0.569
50.53034475,30.61498195,2.15,4071,Store 5,0.518
50.530374079,30.614019054,2.35,4072,Store 5,0.456
50.531413202,30.611337535,2.78,4073,Store 5,0.235
50.532268783,30.611201511,2.55,4074,Store 5,0.206
50.532134835,30.613361569,2.63,4075,Store 5,0.359
50.528085549,30.619038371,2.63,4076,Store 5,0.89
50.525073791,30.612924141,2.64,4077,Store 5,0.862
50.402436238,30.527939399,3.09,4078,Store 1,1.48
50.39918145,30.53038315,2.18,4079,Store 28,1.685
50.399190542,30.531052589,2.22,4080,Store 28,1.654
50.40044082,30.530846302,2.18,4081,Store 28,1.558
50.399721493,30.532363741,2.61,4082,Store 28,1.55
50.49446062,30.602676144,2.89,4083,Store 36,0.284
50.493851828,30.602698619,2.55,4084,Store 36,0.239
50.49371174,30.604272347,2.41,4085,Store 36,0.328
50.492128144,30.606633794,1.92,4086,Store 36,0.472
50.492546148,30.605776908,1.97,4087,Store 36,0.409
50.49117905,30.6083071,1.93,4088,Store 36,0.608
50.491727537,30.607407011,1.82,4089,Store 36,0.533
50.49101965,30.6063162,2.3,4090,Store 36,0.479
50.490543538,30.607802987,1.97,4091,Store 36,0.596
50.49083405,30.6028272,1.87,4092,Store 36,0.278
50.489887947,30.602269293,2.19,4093,Store 36,0.338
50.490009397,30.603095445,2.29,4094,Store 36,0.359
50.49004075,30.6070183,1.9,4095,Store 36,0.571
50.490952,30.6019245,1.81,4096,Store 36,0.225
50.49113025,30.602147,1.87,4097,Store 36,0.22
50.49125992,30.603026736,1.86,4098,Store 36,0.259
50.48873025,30.6026684,1.94,4099,Store 79,0.46
50.4891398,30.6038143,1.87,4100,Store 36,0.467
50.48969161,30.608107632,2.02,4101,Store 79,0.608
50.4895566,30.60671765,2.03,4102,Store 79,0.559
50.488999863,30.607160402,1.91,4103,Store 79,0.511
50.48871305,30.60784095,1.88,4104,Store 79,0.502
50.48932375,30.60908865,2.65,4105,Store 79,0.606
50.48814626,30.60959799,2.51,4106,Store 79,0.525
50.4885869,30.6035997,1.97,4107,Store 79,0.431
50.48868015,30.60847175,2.0,4108,Store 79,0.522
50.4460453,30.4198814,1.98,4109,Store 10,1.713
50.445757608,30.418779584,1.97,4110,Store 10,1.789
50.445628856,30.420611856,2.0,4111,Store 10,1.659
50.4448841,30.42053455,1.95,4112,Store 10,1.665
50.444101021,30.421528089,2.26,4113,Store 10,1.599
50.421098436,30.491225289,2.25,4114,Store 42,1.653
50.422418298,30.491980061,1.99,4115,Store 42,1.51
50.42420755,30.49357915,2.29,4116,Store 42,1.329
50.4237439,30.49325055,2.18,4117,Store 42,1.376
50.421748489,30.491759687,2.19,4118,Store 42,1.583
50.460224377,30.635126991,2.84,4119,Store 44,0.536
50.47440925,30.39886575,2.07,4120,Store 90,0.555
50.416856093,30.664156078,2.14,4121,Store 83,0.342
50.418029815,30.6545661,2.74,4122,Store 3,0.49
50.4873159,30.602119498,2.26,4123,Store 79,0.33
50.487412044,30.603064403,2.31,4124,Store 79,0.312
50.487694511,30.603681553,2.1,4125,Store 79,0.332
50.48706785,30.6004444,2.26,4126,Store 79,0.383
50.486606935,30.601493321,1.94,4127,Store 79,0.294
50.48776385,30.60120935,2.23,4128,Store 79,0.406
50.488215251,30.600182987,1.88,4129,Store 36,0.484
50.4875447,30.59953775,2.25,4130,Store 63,0.442
50.488765988,30.600719141,1.84,4131,Store 36,0.425
50.486610158,30.593040598,2.24,4132,Store 63,0.287
50.4861752,30.5943232,2.14,4133,Store 63,0.199
50.486762361,30.595457753,2.07,4134,Store 63,0.248
50.486949749,30.604059214,1.91,4135,Store 79,0.247
50.48745675,30.6046656,2.0,4136,Store 79,0.302
50.48716915,30.605561265,1.93,4137,Store 79,0.281
50.488202458,30.604506452,2.07,4138,Store 79,0.384
50.4879744,30.60572305,2.01,4139,Store 79,0.37
50.487520664,30.60703895,2.48,4140,Store 79,0.359
50.487689175,30.608191032,1.88,4141,Store 79,0.421
50.488247257,30.60632755,1.89,4142,Store 79,0.412
50.486364561,30.599840031,1.99,4143,Store 63,0.371
50.486368839,30.596972625,2.42,4144,Store 63,0.23
50.472291939,30.513141216,2.06,4145,Store 92,0.328
50.47259577,30.513702993,1.9,4146,Store 92,0.305
50.471247578,30.513541165,1.87,4147,Store 92,0.281
50.47159505,30.51411115,1.83,4148,Store 92,0.242
50.471972407,30.514642273,1.78,4149,Store 92,0.216
50.471728834,30.513005739,2.72,4150,Store 92,0.322
50.4702285,30.42043285,2.29,4151,Store 90,1.042
50.418237026,30.454228494,2.47,4152,Store 85,1.042
50.419706587,30.453967615,1.93,4153,Store 85,0.897
50.420228497,30.454527004,1.8,4154,Store 85,0.828
50.421178983,30.455660468,1.99,4155,Store 85,0.7
50.420751069,30.456732626,2.08,4156,Store 85,0.724
50.4204926,30.45542695,1.94,4157,Store 85,0.777
50.419386686,30.454674669,1.83,4158,Store 85,0.911
50.41989335,30.45635025,1.88,4159,Store 85,0.823
50.418974086,30.455850753,1.94,4160,Store 85,0.931
50.4193767,30.45602225,1.97,4161,Store 85,0.884
50.418215522,30.45547821,1.97,4162,Store 85,1.019
50.417746986,30.454914879,1.91,4163,Store 85,1.08
50.4222333,30.4525555,2.0,4164,Store 85,0.711
50.421756795,30.453783745,2.07,4165,Store 85,0.702
50.422577886,30.453096341,2.27,4166,Store 85,0.657
50.424414674,30.457690917,2.78,4167,Store 85,0.313
50.425512112,30.458607692,2.33,4168,Store 85,0.178
50.42629775,30.458547,1.73,4169,Store 85,0.095
50.42506455,30.45593085,1.94,4170,Store 85,0.317
50.4249109,30.45643095,1.94,4171,Store 85,0.306
50.424767607,30.45693399,1.94,4172,Store 85,0.299
50.4244105,30.45588415,1.94,4173,Store 85,0.374
50.426010897,30.455660978,1.5,4174,Store 85,0.271
50.426067904,30.456230481,1.94,4175,Store 85,0.232
50.426363411,30.455286205,2.35,4176,Store 85,0.281
50.427936604,30.457317206,1.97,4177,Store 85,0.157
50.405363673,30.631771835,3.12,4178,Store 22,0.006
50.506877047,30.433346942,2.61,4179,Store 69,0.369
50.506118545,30.434677922,2.57,4180,Store 69,0.242
50.505212051,30.433869764,2.36,4181,Store 69,0.248
50.504584943,30.433347983,2.43,4182,Store 69,0.279
50.451519876,30.521684086,1.78,4183,Store 6,1.159
50.451745128,30.521461766,1.74,4184,Store 6,1.184
50.45160091,30.521247194,1.89,4185,Store 6,1.167
50.452443714,30.520710405,1.52,4186,Store 74,1.118
50.452567719,30.520536068,1.54,4187,Store 74,1.103
50.452715375,30.520349287,1.51,4188,Store 74,1.085
50.452865698,30.520258882,1.48,4189,Store 74,1.068
50.452444992,30.51950051,2.35,4190,Store 74,1.112
50.452254806,30.518753992,1.93,4191,Store 74,1.133
50.452069191,30.518109936,1.67,4192,Store 74,1.155
50.450608992,30.51914399,1.61,4193,Store 6,1.063
